EN,BM,中文,EN,BM,中文,,,,,,,,,
Sports - Racer,Sukan - Pelumba,运动 - 赛车,Bicycle Racer,Pelumba Basikal,脚车赛车手,,2.5,1.5,1.5,D,,,,
Sports - Racer,Sukan - Pelumba,运动 - 赛车,Go-Kart Racer & Micro-Midget Racer,Pelumba Go-Kart &Pelumba Micro-Midget ,微型赛车车手及小型汽车赛车手,,5,D,D,D,,,,
Sports - Racer,Sukan - Pelumba,运动 - 赛车,"Jockey, Riding Boy","Jockey, ",骑师，骑马男孩,,5,D,D,D,,,,
Sports - Racer,Sukan - Pelumba,运动 - 赛车,Motorboat Racer & Speed-Boat Racer,Pelumba Motorboat & Perlumbaan Speed-Bot,摩托艇赛车手和快艇赛车手,,10,D,D,D,,,,
Sports - Racer,Sukan - Pelumba,运动 - 赛车,Motorcycle Racer,Perlumbaan Motorsikal,摩托车赛车手,,10,D,D,D,,,,
Sports - Racer,Sukan - Pelumba,运动 - 赛车,Scooter Racer,Pelumba skuter ,小型摩托车赛车手,,5,D,D,D,,,,
Sports - Racer,Sukan - Pelumba,运动 - 赛车,Water-Rafting,Water-Rafting,激流漂筏,,2.5,D,D,D,,,,
Sports - Swimming,Sports - Swimming,运动 - 游泳,Swimming Coach (At Pool),Jurulatih Kolam (Di Kolam),游泳教练（在游泳池）,,0,1,1,1,,,,
Sports (Professional & Semi-Professional),Sukan (Professional & Semi-Professional),体育（职业及半职业）,"Athlete, Coach & Trainer","Atlet, jurulatih",运动员，教练及教练,,0,1,1,1,,,,
Sports (Professional & Semi-Professional),Sukan (Professional & Semi-Professional),体育（职业及半职业）,Boxer & Wrestler,Peninju & Gusti,拳击手与摔跤手,,5,D,D,D,,,,
Sports (Professional & Semi-Professional),Sukan (Professional & Semi-Professional),体育（职业及半职业）,"Boxing Trainer, Fencing Trainer","Jurulatih Peninju, Jurulatin lawan pedang ",拳击教练，击剑教练,,5,D,D,D,,,,
Sports (Professional & Semi-Professional),Sukan (Professional & Semi-Professional),体育（职业及半职业）,Footballer,Bola Sepak,足球员,,0,1,1.5,D,,,,
Sports (Professional & Semi-Professional),Sukan (Professional & Semi-Professional),体育（职业及半职业）,"Horse Trainer, Mafoo & Exercise Boy","Pelaih kuda, Mafoo & jurulatih senaman ",驯马师，马夫与运动男孩,,2.5,1.5,1,D,,,,
Sports And Pastimes,Sukan dan Pastimes,体育和消遣,Mountaineering,Pendakian,登山,,2.5,D,D,D,,,,
Sports And Pastimes,Sukan dan Pastimes,体育和消遣,Parachuting@Up To 150Jumps P.A,Penerjun Payung Terjun@ Sehingga 150 Melompat P.A,跳伞 @ 高达每年150跳,,2.5,D,D,D,,,,
Sports And Pastimes,Sukan dan Pastimes,体育和消遣,Shooting ,Menembak,射击,,2.5,D,D,D,,,,
Stable Boy,Tukang Stable ,马童,Stable Boy,Tukang Stable ,马童,Male,0,1,1,1,,,,
Stable Girl,Tukang Stable ,女马童,Stable Girl,Tukang Stable ,女马童,Female,0,1,1,1,,,,
Staffing & Recruitment,Pengambilan Kakitangan & rekrut,员工和招聘,"Head Hunter, Recruitment Specialist, HR Manager, HR Executive","Ketua, Pakar Perekrutan, Pengurus Sumber Manusia, Eksekutif HR",猎头，招聘专员，人力资源经理，人力资源执行员,,0,1,1,1,,,,
Steam Fitter,Pengwapan ,蒸汽钳工,Non-Hazardous Industry,Industri Tidak Berbahaya,非危险行业,,0,1.25,1,1,,,,
"Stockyard, Abattoir, Packing House","Gudang,Rumah penyembelihan, Tapak Pembungkusan ",牲畜饲养场，屠宰场，包装厂,"Butcher, Trimmer","Pemotong,Pemangkas",屠夫，切肉,,0,1.25,1,1,,,,
"Stockyard, Abattoir, Packing House","Gudang,Rumah penyembelihan, Tapak Pembungkusan ",牲畜饲养场，屠宰场，包装厂,"Inspector, Supervisor","Pemeriksa, Penyelia",检查员，监督员,,0,1,1,1,,,,
"Stockyard, Abattoir, Packing House","Gudang,Rumah penyembelihan, Tapak Pembungkusan ",牲畜饲养场，屠宰场，包装厂,Skilled Worker,Pekerja Mahir ,熟练工人,,0,1,1,1.3,,,,
"Stockyard, Abattoir, Packing House","Gudang,Rumah penyembelihan, Tapak Pembungkusan ",牲畜饲养场，屠宰场，包装厂,Worker Around Live Animal,Perkerja di kawasan Haiwan Hidup,生畜周围的工人,,2.5,1.25,1,1.45,,,,
Stone Industry,Industri Batuan,石业,"Grinder, Polisher, Stone-Carver","Pengkisar, Pengilap, Pengukir batu",磨床，磨亮，石雕师,,0,1.25,1,1.3,,,,
Stone Industry,Industri Batuan,石业,Labourer,Pekerja,劳工,,2.5,1.25,1,1.45,,,,
Storekeeper,Penjaga Stor  ,仓库管理员,"Storekeeper, Storeman (Not Handling Heavy or Hazardous Materials)",Penjaga Stor (Tidak Mengendalikan Barangan Berat atau Berbahaya),仓库管理员，仓库保管员（不处理重金属或其它有害物质）,Male,0,1,1,1,,,,
Storekeeper,Penjaga Stor  ,仓库管理员,"Storekeeper, Storewoman (Not Handling Heavy or Hazardous Materials)",Penjaga Stor (Tidak Mengendalikan Barangan Berat atau Berbahaya),仓库管理员，仓库保管员（不处理重金属或其它有害物质）,Female,0,1,1,1,,,,
Student ,Pelajar,学生,Student ,Pelajar,学生,,0,1,1,1,,,,
Sugar Refineries,Kilang penapis gula,糖厂,"Bag, Barrel & Can Filler, Bag Repairer & Sewer, Carton Machine Operator, Separator-Man, Starch & Sugar Grinder, Weigher","Kantung, Tong & tin, Pengendali Mesin Karton, Pengasingan, Pengaul Kanji dan gula,  penimbang",袋，桶和罐填充材料，袋子修补缝纫，纸箱机械操作员，分隔，淀粉及糖碾磨，秤重,,0,1,1,1,,,,
Sugar Refineries,Kilang penapis gula,糖厂,"Chemist, Clerical Worker, Superintendent","Ahli kimia, Kerani Pejabat, Penguasa",化学家，文员，督工,,0,1,1,1,,,,
Sugar Refineries,Kilang penapis gula,糖厂,"Dumper, Kiln-Cleaner, Labourer, Piler, Washer","Dumper, Pembersih-Kiln, Pekerja, Piler, Pembasuh",自卸车，窑清洁，劳工，堆垛，清洗,,0,1.25,1,1.45,,,,
Sugar Refineries,Kilang penapis gula,糖厂,Other Skilled Worker,Pekerja Mahir Lain ,其他技术工人,,0,1,1,1.3,,,,
Sugar Refineries,Kilang penapis gula,糖厂,Supervisor,Penyelia,主管,,0,1,1,1,,,,
Supermarket,Pasar Raya,超级市场,"Counter Man, Promoter, Supervisor, Proprietor & Sales","Kaunter, Promoter, Penyelia, Pemilik & Jualan",柜台人员，促销人员，主任，业主和销售,Male,0,1,1,1,,,,
Supermarket,Pasar Raya,超级市场,"Counter Girl, Promoter, Supervisor, Proprietor & Sales","Kaunter, Promoter, Penyelia, Pemilik & Jualan",柜台人员，促销人员，主任，业主和销售,Female,0,1,1,1,,,,
Supermarket,Pasar Raya,超级市场,Supermarket - Other Workers,Pasar raya - Pekerja Lain,超市 - 其他工人,,0,1,1,1,,,,
Surveyor,Juruukur,测量员,Surveyor (Non-Hazardous Industry),Juruukur (Industri Tidak Berbahaya),测量师（非危险行业）,,0,1,1,1,,,,
Talc Industry,Industri Talc,滑石行业,Labourer,Pekerja ,劳工,,2.5,1.25,1,1.45,,,,
Talc Industry,Industri Talc,滑石行业,Skilled Worker,Pekerja Mahir,熟练工人,,0,1,1,1,,,,
Talc Industry,Industri Talc,滑石行业,Supervisor,Penyelia,主管,,0,1,1,1,,,,
Tattooist,Pakar Tatu,纹身师,Tattooist,Pakar Tatu,纹身师,,0,1,1,1,,,,
Technician (Non Hazardous Industry),Juruteknik (Industri Tidak Berbahaya),技术员（非危险工业）,Technician,Juruteknik,技术员,,0,1,1,1,,,,
Telephone & Telegram - Indoor,Telefon & Telegram - Dalaman,电话和电报 - 室内,"Wireman, Installer, Repairman, Tester - Including Those Making Outside Connections","Juru pendawaian rumah, Pemasang,Pengendali,Penguji -Termasuk Membuat Sambungan di Luar",电线工人，安装工，修理工，测试工 - 包括户外线连接,,0,1,1,1,,,,
Telephone & Telegram - Indoor,Telefon & Telegram - Dalaman,电话和电报 - 室内,"Manager, Officer, Clerk","Pengurus, Pegawai, Kerani",经理，主任，书记,,0,1,1,1,,,,
Telephone & Telegram - Indoor,Telefon & Telegram - Dalaman,电话和电报 - 室内,Telephone & Telegraph Operator,Operator  Telefon & Telegraf,电话和电报员,,0,1,1,1,,,,
"Telephone & Telegram - Outdoor Lines Construction, Maintenance & Operation Overhead Lines","Telefon & Telegram - Talian Luar Pembinaan, Penyelenggaraan & Talian Overhed Operasi",电话和电报 - 户外线施工，维修和操作高架线路,"Cable Splicer, Lineman, Troubleman, Trouble-Shooter","Kabel Splicer, Jurugaris , Troubleman, Trouble-Shooter",电缆接线，电话线修理工，故障检修员，检修员,,2.5,1.25,1,D,,,,
"Telephone & Telegram - Outdoor Lines Construction, Maintenance & Operation Overhead Lines","Telefon & Telegram - Talian Luar Pembinaan, Penyelenggaraan & Talian Overhed Operasi",电话和电报 - 户外线施工，维修和操作高架线路,Groundman,Penjaga Tanah /Tapak,地面管理员,,0,1.25,1,1,,,,
"Telephone & Telegram - Outdoor Lines Construction, Maintenance & Operation Overhead Lines","Telefon & Telegram - Talian Luar Pembinaan, Penyelenggaraan & Talian Overhed Operasi",电话和电报 - 户外线施工，维修和操作高架线路,Inspector & Supervisor (Climbing Poles up to 30Ft),Pemeriksa & Penyelia (memanjat Panji  sehingga 30Ft),督工及主管（攀岩杆高达30英尺）,,2.5,1.25,1,1.45,,,,
"Telephone & Telegram - Outdoor Lines Construction, Maintenance & Operation Overhead Lines","Telefon & Telegram - Talian Luar Pembinaan, Penyelenggaraan & Talian Overhed Operasi",电话和电报 - 户外线施工，维修和操作高架线路,Inspector & Supervisor (Not Climbing Poles),Pemeriksa & Penyelia (Tidak memanjat Panji  sehingga 30Ft),督工及主管（不攀登杆）,,0,1,1,1,,,,
"Telephone & Telegram - Outdoor Lines Construction, Maintenance & Operation Overhead Lines","Telefon & Telegram - Talian Luar Pembinaan, Penyelenggaraan & Talian Overhed Operasi",电话和电报 - 户外线施工，维修和操作高架线路,"Labourer, Pole-Setter","Pekerja , Pemasang panji",劳工，设杆,,2.5,1.25,1,D,,,,
"Telephone & Telegram - Outdoor Lines Construction, Maintenance & Operation Overhead Lines","Telefon & Telegram - Talian Luar Pembinaan, Penyelenggaraan & Talian Overhed Operasi",电话和电报 - 户外线施工，维修和操作高架线路,Overhead Lines,Pencawang,高架线路,,2.5,1.25,1,D,,,,
"Telephone & Telegram - Outdoor Lines Construction, Maintenance & Operation Overhead Lines","Telefon & Telegram - Talian Luar Pembinaan, Penyelenggaraan & Talian Overhed Operasi",电话和电报 - 户外线施工，维修和操作高架线路,Tower Erector,pencawang menara Erector,高楼竖起,,5,D,D,D,,,,
Textile Industry,Industri Tekstil,纺织工业,"Bleacher, Dye-Mixer","Pelundur, Pembuatan-Dye",漂白剂，染料搅拌,,0,1.25,1,1,,,,
Textile Industry,Industri Tekstil,纺织工业,Carding & Spinning Worker,Pekerja Carding & Spinning,梳理和纺纱工人,,0,1,1,1,,,,
Textile Industry,Industri Tekstil,纺织工业,"Dryer, Ironer, Painter, Sewer","Pengering, Pelurus, Pewarna, Penjahit ",烘干，熨烫，绘画，排污,,0,1,1,1,,,,
Textile Industry,Industri Tekstil,纺织工业,Embroidery,Sulaman,刺绣,,0,1,1,1,,,,
Textile Industry,Industri Tekstil,纺织工业,Folder,Pengasingan ,折叠,,0,1,1,1,,,,
Textile Industry,Industri Tekstil,纺织工业,"Manager, Officer, Clerk, Engineer, Purchasing Clerk, Buyer","Pengurus, Pegawai, Kerani, Jurutera,  Kerani Jualan, Pembeli",经理，主任，文员，工程师，采购文员，买家,,0,1,1,1,,,,
Textile Industry,Industri Tekstil,纺织工业,Mechanic,Mekanik,技师,,0,1.25,1,1.3,,,,
Textile Industry,Industri Tekstil,纺织工业,Supervisor,Penyelia,主管,,0,1,1,1,,,,
Textile Industry,Industri Tekstil,纺织工业,Weaver,Penenun,纺织,,0,1.25,1,1,,,,
"Tobacco, Cigar & Cigarette Manufacture","Tembakau, Cigar & Rokok Pembuatan",烟草，雪茄和香烟制造,Labourer,Pekerja,劳工,,0,1.25,1,1.45,,,,
"Tobacco, Cigar & Cigarette Manufacture","Tembakau, Cigar & Rokok Pembuatan",烟草，雪茄和香烟制造,"Skilled Worker, Machine Operator","Pekerja Mahir, Pengendali Mesin",技术工人，机器操作员,,0,1,1,1.3,,,,
"Tobacco, Cigar & Cigarette Manufacture","Tembakau, Cigar & Rokok Pembuatan",烟草，雪茄和香烟制造,Supervisor,Penyelia,主管,,0,1,1,1,,,,
Toll Booth Attendant,Atendan Pondok Tol,收费站值班员,Toll Booth Attendant,Atendan Pondok Tol,收费站值班员,,0,1,1,1,,,,
Town Planner ,Perancang Bandar,城市规划师,Town Planner,Perancang Bandar,城市规划师,,0,1,1,1,,,,
Toys Manufacture,Kilang Mainan,玩具制造,"Dresser, Hair Brusher/Styler, Stuffer ","Pakaian, Berus rambut,  ",服装师，发梳/造型师，填制,,0,1,1,1,,,,
Toys Manufacture,Kilang Mainan,玩具制造,"Finisher, Jointer, Machinist, Riveter, Press Cutter, Wig Stitching, Machine Operator","Jointer, Machinist, Riveter, Pemotong penekan, Tukang Jahit, Pengendali Mesin",装订，竞合，机械师，铆工，压切，假发拼接，机器操作员,,0,1.25,1,1,,,,
Tractor Driver,Pemandu Traktor,拖拉机驾驶员,Tractor Driver - Logging,Pemandu Traktor - Pembalakan,拖拉机驾驶员 - 伐木,,2.5,1.5,1,D,,,,
Tractor Driver,Pemandu Traktor,拖拉机驾驶员,Tractor Driver - Road Construction,Pemandu Traktor - Pembinaan Jalan Raya,拖拉机驾驶员 - 筑路,,0,1.25,1,1.45,,,,
Tractor Driver,Pemandu Traktor,拖拉机驾驶员,Tractor Driver - Tin-Mines Areas,Pemandu Traktor - Kawasan Tin-Galian,拖拉机驾驶员 - 锡矿山地区,,2.5,1.5,1,1.45,,,,
Trading,Perniagaan ,贸易,"Trading (Office Work - Import / Export, Shipping, Wholesaler)","Perniagaan (Kerja Pejabat - Import / Eksport, Penghantaran, Pemborong)",贸易（办公室工作 - 入口/出口，航运，批发）,,0,1,1,1,,,,
Trading,Perniagaan ,贸易,Trading (Outdoor Work),Perniagaan (Kerja Luar),贸易（户外工作）,,0,1,1,1,,,,
Translator,Pentafsir,翻译者,Translator,Pentafsir,翻译者,,0,1,1,1,,,,
Transportation,Pengangkutan,运输,Ambulance Driver,Pemandu Ambulans,救护车司机,,0,1.25,1,1,,,,
Transportation,Pengangkutan,运输,Bus Conductor,konduktor bas,巴士售票员,,0,1,1,1,,,,
Transportation,Pengangkutan,运输,Bus Station Officer,Pegawai Stesen Bas ,巴士站长,,0,1,1,1,,,,
Transportation,Pengangkutan,运输,"Driver (Chauffeur, Coach & Driving Instructor)","Pemandu (Pemandu, Jurulatih & Jurulatih Mengemudi)",司机（私人司机，长途车及驾驶教师）,,0,1.25,1,1,,,,
Transportation,Pengangkutan,运输,Driver (Fire Engine),Pemandu (mesin api),司机（消防车）,,0,1.25,1,D,,,,
Transportation,Pengangkutan,运输,Driver (Heavy Vehicle - Lorry & Truck Less Than 10 Tonnes),Pemandu (Kenderaan Berat - Lori & Trak Kurang daripada 10 Ton),司机（重型车辆 - 罗里和卡车低于10吨）,,0,1.25,1,1,,,,
Transportation,Pengangkutan,运输,Driver (Heavy Vehicle - Lorry & Truck More Than 10 Tonnes),Pemandu (Kenderaan Berat - Lori & trak Lebih 10 Ton),司机（重型车辆 - 罗里和卡车超过10吨）,,2.5,1.25,1,1.45,,,,
Transportation,Pengangkutan,运输,"Driver (Heavy Vehicle - Non Hazardous, Bus)","Pemandu (Kenderaan Berat - Tidak Berbahaya, Bas)",司机（重型车辆  - 非危险区，巴士）,,0,1.25,1,1,,,,
Transportation,Pengangkutan,运输,"Driver (Light Vehicle - Motorcycle, Van, Taxi, School Van, Trishaw)","Pemandu (Kenderaan Cahaya - Motosikal, Van, Teksi, Van Sekolah, Trishawman)",司机（轻型车辆 - 摩托车，货车，德士，校车，三轮车）,,0,1.25,1,1,,,,
Transportation,Pengangkutan,运输,"Driver (Oil Tanker, Petrol Tanker)","Pemandu (Tangki Minyak, Tangki Petrol)",司机（油槽车，汽油槽车）,,2.5,1.25,1,1.45,,,,
Transportation,Pengangkutan,运输,Forklift Driver (Ship Building),Pemandu Forklift (Bangunan Kapal),叉车司机（造船）,,0,1.25,1,1,,,,
Transportation,Pengangkutan,运输,Lorry Attendant,Pemandu Lori,罗里跟随员,,0,1.25,1,1.3,,,,
Transportation,Pengangkutan,运输,Tow Truck Driver,Pemandu Lori Tow,拖车司机,,0,1,1,1.3,,,,
Travel Agency,Agensi pelancongan,旅行社,"Supervisor (No Travelling), Ticketing & Hotel Reservation, Manager, Reservations Clerk","Penyelia (Tiada Perjalanan), Tiket & Tempahan Hotel, Pengurus, Penjaga Tempahan",主管（无需出差），票务及酒店预订，经理，预订文员,,0,1,1,1,,,,
Travel Agency,Agensi pelancongan,旅行社,Tour Guide,Pemandu Pelawat,导游,,0,1,1,1,,,,
Tunnel And Shaft Construction,Pembinaan Terowong Dan Shaft,隧道及竖井施工,"Engineer, Contractor, Electrician","Jurutera, Kontraktor, Juruelektrik",工程师，承包商，电工,,2.5,1.25,1,1.45,,,,
Tunnel And Shaft Construction,Pembinaan Terowong Dan Shaft,隧道及竖井施工,"Foreman, Supervisor, Painter, Mechanics, Skilled Worker","Mandor,Penyelia, Pengecat, Mekanik, Pekerja Mahir",工头，主管，漆工，技师，技术工人,Male,2.5,1.25,1,1.45,,,,
Tunnel And Shaft Construction,Pembinaan Terowong Dan Shaft,隧道及竖井施工,"Forewoman, Supervisor, Painter, Mechanics, Skilled Worker","Mandor,Penyelia, Pengecat, Mekanik, Pekerja Mahir",工头，主管，漆工，技师，技术工人,Female,2.5,1.25,1,1.45,,,,
Tunnel And Shaft Construction,Pembinaan Terowong Dan Shaft,隧道及竖井施工,"General Labourer (Worker Under Compressed Air, Or Driller etc)","Buruh Am (Pekerja Di Udara Mampat, Atau Penggerudian dan sebagainya)",普通劳工（压缩空气或钻床等工人）,,5,D,D,D,,,,
Tyre Manufacture,Kilang Pembuatan Tayar,轮胎制造,Tyre Manufacture - Labourer,Kilang Pembuatan Tayar-Pekerja,轮胎制造 - 劳工,,0,1.25,1,1.45,,,,
Tyre Manufacture,Kilang Pembuatan Tayar,轮胎制造,"Machine Operator, Retreader, Shaper, Tyre Moulder, Vulcanizer","Pengendali Mesin, Retreader, Pembentuk, Moulder Tayar, Vulcanizer",机器操作员，翻新，整形，轮胎形成，硬化,,0,1.25,1,1.3,,,,
Tyre Manufacture,Kilang Pembuatan Tayar,轮胎制造,"Manager, Officer, Clerk","Pengurus, Pegawai, Kerani",经理，主任，书记,,0,1,1,1,,,,
Tyre Manufacture,Kilang Pembuatan Tayar,轮胎制造,Supervisor,Penyelia,主管,,0,1,1,1,,,,
Umbrella Making,Pembuatan Payung ,雨伞制作,Foreman,Mandor ,工头,Male,0,1,1,1,,,,
Umbrella Making,Pembuatan Payung ,雨伞制作,Forewoman,Mandor ,女工头,Female,0,1,1,1,,,,
Umbrella Making,Pembuatan Payung ,雨伞制作,Frame Finisher,Pembuatan Rangka ,框架完工,,0,1.25,1,1.3,,,,
Umbrella Making,Pembuatan Payung ,雨伞制作,Manager ,Pengurus,经理,,0,1,1,1,,,,
Umbrella Making,Pembuatan Payung ,雨伞制作,"Tipper Handle, Mounter ","Pemegang Tipper, Pemasang",自卸式手柄，安装,,0,1,1,1,,,,
Undertaker,Undertaker,殡仪馆,Coffin Maker,Pembuat Keranda,棺材制造商,,0,1.25,1,1,,,,
Undertaker,Undertaker,殡仪馆,"Crematorium Worker, Mortuary Worker","Pekerja Krematorium, Pekerja Mortuari",火葬场工人，葬礼工人,,0,1,1,1,,,,
Undertaker,Undertaker,殡仪馆,"Embalmer, Undertaker","Embalmer, Undertaker",防腐处理，承办丧葬者,,0,1,1,1,,,,
Valuer,Penilai,估价师,Valuer,Penilai,估价师,,0,1,1,1,,,,
Veterinary,Veterinar,兽医,Pet Breeder / Animal Trainer (Domestic) ,Penyusuan Haiwan /Pelatih Haiwan (Domestik) ,宠物饲养员/动物训练师（国内）,,0,1,1,1,,,,
Veterinary,Veterinar,兽医,"Veterinarian, Veterinary Officer, Practitioner, Surgeon","Doktor haiwan, Pegawai Veterinar, Pengamal, Pakar Bedah",兽医，兽医师，医生，外科医生,,0,1,1,1,,,,
Veterinary,Veterinar,兽医,Veterinary Assistant,Pembantu Veterinar,兽医助理,,0,1,1,1,,,,
Warehouse Keeper,Penjaga Gudang,仓库管理员,Foreman,Mandior,工头,Male,0,1,1,1,,,,
Warehouse Keeper,Penjaga Gudang,仓库管理员,Forewoman,Mandior,女工头,Female,0,1,1,1,,,,
Warehouse Keeper,Penjaga Gudang,仓库管理员,Manager / Superintendent ,Pengurus / Penguasa,经理/督工,,0,1,1,1,,,,
Warehouseman (Non Hazardous),Penjaga Gudang (Tidak Berbahaya),仓库管理员（非危险）,"General Duties, Warehouseman (Involved In Manual Duties)","Tugas Am, Penjaga gudang (Terlibat dalam Tugas-tugas Manual)",一般职责，仓库管理员（参与手动职责）,Male,0,1.25,1,1,,,,
Warehouseman (Non Hazardous),Penjaga Gudang (Tidak Berbahaya),仓库管理员（非危险）,"General Duties, Warehousewoman (Involved In Manual Duties)","Tugas Am, Penjaga gudang (Terlibat dalam Tugas-tugas Manual)",一般职责，仓库管理员（参与手动职责）,Female,0,1.25,1,1,,,,
